/var/spool/slurmd/job26744380/slurm_script: line 17: activate: No such file or directory
0it [00:00, ?it/s]
4631it [09:03,  9.91it/s]
4633it [09:04,  9.46it/s]
4635it [09:04, 10.06it/s]
4637it [09:04,  9.66it/s]
4638it [09:04,  9.09it/s]
4639it [09:04,  7.74it/s]
4640it [09:04,  7.83it/s]
4641it [09:05,  7.78it/s]
4642it [09:05,  8.19it/s]
4643it [09:05,  8.07it/s]
4644it [09:05,  8.37it/s]
4646it [09:05,  8.84it/s]
4647it [09:05,  7.79it/s]
4649it [09:05,  8.51it/s]
4651it [09:06,  8.64it/s]
4652it [09:06,  7.55it/s]
4654it [09:06,  7.83it/s]
4655it [09:06,  7.90it/s]
4656it [09:06,  8.11it/s]
4658it [09:07,  9.01it/s]
4659it [09:07,  8.79it/s]
4660it [09:07,  9.00it/s]
4662it [09:07,  9.56it/s]
4663it [09:07,  9.23it/s]
4664it [09:07,  9.15it/s]
4665it [09:07,  8.91it/s]
4666it [09:07,  8.25it/s]
4667it [09:08,  7.39it/s]
4668it [09:08,  7.78it/s]
4669it [09:08,  7.76it/s]
4670it [09:08,  7.80it/s]
4671it [09:08,  8.06it/s]
4673it [09:08,  9.17it/s]
4675it [09:08,  9.70it/s]
4677it [09:09, 10.13it/s]
4679it [09:13,  1.35it/s]
4681it [09:13,  1.80it/s]
4682it [09:13,  2.38it/s]
4683it [09:14,  2.96it/s]
4685it [09:14,  3.88it/s]
4687it [09:14,  4.71it/s]
4689it [09:14,  5.50it/s]
4691it [09:14,  6.71it/s]
4693it [09:14,  7.33it/s]
4695it [09:15,  7.75it/s]
4696it [09:15,  7.78it/s]
4697it [09:15,  8.01it/s]
4698it [09:15,  8.20it/s]
4699it [09:15,  8.50it/s]
4700it [09:15,  7.56it/s]
4702it [09:15,  8.67it/s]
4704it [09:16,  9.06it/s]
4706it [09:16,  9.81it/s]
4708it [09:16,  9.70it/s]
4710it [09:16, 10.41it/s]
4712it [09:16,  9.42it/s]
4713it [09:17,  9.08it/s]
4714it [09:17,  6.35it/s]
4716it [09:17,  7.40it/s]
4717it [09:17,  7.78it/s]
4718it [09:17,  8.01it/s]
4720it [09:22,  1.36it/s]
4721it [09:22,  1.80it/s]
4722it [09:22,  2.35it/s]
4724it [09:22,  3.09it/s]
4725it [09:22,  3.63it/s]
4727it [09:22,  4.31it/s]
4729it [09:23,  5.28it/s]
4731it [09:23,  6.35it/s]
4732it [09:23,  6.77it/s]
4733it [09:23,  7.16it/s]
4734it [09:23,  7.82it/s]
4735it [09:23,  7.85it/s]
4737it [09:23,  8.17it/s]
4739it [09:24,  9.45it/s]
4741it [09:24,  9.27it/s]
4743it [09:24,  9.55it/s]
4745it [09:24,  8.95it/s]
4747it [09:25,  8.64it/s]
4749it [09:25,  9.38it/s]
4750it [09:25,  8.58it/s]
4752it [09:25,  9.66it/s]
4754it [09:25, 10.79it/s]
4756it [09:25, 10.42it/s]
4758it [09:26,  9.49it/s]
4760it [09:26,  9.14it/s]
4761it [09:26,  8.34it/s]
4762it [09:26,  8.04it/s]
4763it [09:26,  8.49it/s]
4764it [09:26,  8.45it/s]
4766it [09:27,  8.86it/s]
4767it [09:27,  8.33it/s]
4769it [09:27,  8.75it/s]
4771it [09:27,  9.94it/s]
4773it [09:27, 10.20it/s]
4775it [09:27,  9.34it/s]
4777it [09:28,  9.86it/s]
4779it [09:28,  9.43it/s]
4780it [09:28,  8.46it/s]
4781it [09:28,  8.73it/s]
4782it [09:28,  9.00it/s]
4784it [09:28,  9.78it/s]
4786it [09:28, 10.83it/s]
4788it [09:29, 10.34it/s]
4790it [09:29, 10.42it/s]
4792it [09:29, 10.07it/s]
4794it [09:29,  9.93it/s]
4796it [09:29, 10.47it/s]
4798it [09:30, 10.06it/s]
4800it [09:30,  8.88it/s]
4801it [09:30,  8.72it/s]
4802it [09:30,  8.47it/s]
4804it [09:30,  9.43it/s]
4806it [09:31,  9.85it/s]
4808it [09:31, 10.53it/s]
4810it [09:31,  7.40it/s]
4812it [09:31,  8.55it/s]
4814it [09:32,  8.40it/s]
4815it [09:32,  8.53it/s]
4816it [09:32,  8.93it/s]
4818it [09:32,  9.47it/s]
4820it [09:32,  8.91it/s]
4822it [09:32, 10.19it/s]
4824it [09:33,  8.98it/s]
4825it [09:33,  7.24it/s]
4827it [09:33,  8.54it/s]
4829it [09:33,  7.81it/s]
4831it [09:34,  7.91it/s]
4832it [09:34,  8.08it/s]
4833it [09:34,  8.12it/s]
4835it [09:34,  9.09it/s]
4837it [09:34,  9.08it/s]
4838it [09:34,  8.75it/s]
4839it [09:34,  7.67it/s]
4841it [09:35,  8.84it/s]
4842it [09:35,  7.97it/s]
4844it [09:35,  9.10it/s]
4846it [09:35,  8.99it/s]
4847it [09:35,  8.59it/s]
4848it [09:35,  8.52it/s]
4850it [09:36,  8.10it/s]
4851it [09:36,  8.02it/s]
4853it [09:36,  8.92it/s]
4855it [09:36, 10.11it/s]
4857it [09:36,  9.23it/s]
4858it [09:36,  8.77it/s]
4859it [09:37,  7.44it/s]
4861it [09:37,  8.63it/s]
4863it [09:37,  8.73it/s]
4865it [09:37,  8.92it/s]
4867it [09:37,  8.88it/s]
4869it [09:38, 10.08it/s]
4871it [09:38, 10.49it/s]
4873it [09:38,  9.61it/s]
4875it [09:38,  9.95it/s]
4877it [09:38,  9.19it/s]
4879it [09:39, 10.42it/s]
4881it [09:39,  9.87it/s]
4883it [09:39, 10.97it/s]
4885it [09:39, 10.53it/s]
4887it [09:39,  9.93it/s]
4889it [09:40,  9.87it/s]
4891it [09:40,  8.97it/s]
4892it [09:40,  9.01it/s]
4893it [09:40,  9.08it/s]
4895it [09:40, 10.27it/s]
4897it [09:40, 10.11it/s]
4899it [09:41, 10.77it/s]
4901it [09:41, 10.68it/s]
4903it [09:41, 10.77it/s]
4905it [09:41, 10.37it/s]
4907it [09:41, 11.19it/s]
4909it [09:41, 11.13it/s]
4911it [09:42, 10.35it/s]
4913it [09:42,  9.91it/s]
4915it [09:42,  9.20it/s]
4917it [09:42, 10.14it/s]
4919it [09:42, 11.22it/s]
4921it [09:43, 10.62it/s]
4923it [09:43,  9.28it/s]
4924it [09:43,  9.06it/s]
4926it [09:43,  9.48it/s]
4928it [09:43,  9.91it/s]
4930it [09:44, 10.76it/s]
4932it [09:44,  5.46it/s]
4934it [09:45,  6.12it/s]
4935it [09:45,  6.75it/s]
4936it [09:45,  7.22it/s]
4938it [09:45,  8.56it/s]
4940it [09:45,  8.37it/s]
4941it [09:45,  7.38it/s]
4943it [09:46,  8.65it/s]
4945it [09:46,  9.97it/s]
4947it [09:46,  8.69it/s]
4949it [09:46,  9.58it/s]
4951it [09:46,  9.73it/s]
4953it [09:47,  9.72it/s]
4955it [09:47, 10.84it/s]
4957it [09:47, 10.57it/s]
4959it [09:47, 10.01it/s]
4961it [09:47, 10.53it/s]
4963it [09:47,  9.91it/s]
4965it [09:48, 10.52it/s]
4967it [09:48, 10.15it/s]
4969it [09:48, 10.45it/s]
4971it [09:48,  9.89it/s]
4973it [09:49,  9.31it/s]
4974it [09:49,  9.42it/s]
4975it [09:49,  9.58it/s]
4976it [09:49,  9.55it/s]
4978it [09:49,  9.74it/s]
4979it [09:49,  9.10it/s]
4981it [09:49,  9.60it/s]
4982it [09:49,  8.28it/s]
4983it [09:50,  8.45it/s]
4984it [09:50,  8.23it/s]
4986it [09:50,  8.91it/s]
4987it [09:50,  8.66it/s]
4988it [09:50,  8.36it/s]
4989it [09:50,  8.13it/s]
4990it [09:50,  8.33it/s]
4992it [09:51,  8.74it/s]
4993it [09:51,  8.69it/s]
4994it [09:51,  8.29it/s]
4995it [09:51,  8.59it/s]
4997it [09:51,  9.18it/s]
4998it [09:51,  9.36it/s]
4999it [09:51,  8.62it/s]
5000it [09:52,  8.11it/s]
5001it [09:52,  6.52it/s]
5003it [09:52,  7.23it/s]
5005it [09:52,  8.05it/s]
5006it [09:52,  7.24it/s]
5008it [09:53,  7.54it/s]
5009it [09:53,  7.12it/s]
5010it [09:53,  6.74it/s]
5011it [09:53,  6.54it/s]
5013it [09:53,  7.57it/s]
5014it [09:53,  7.37it/s]
5016it [09:54,  8.42it/s]
5017it [09:54,  8.41it/s]
5018it [09:54,  8.46it/s]
5020it [09:54,  9.40it/s]
5022it [09:54,  9.24it/s]
5024it [09:54,  9.48it/s]
5026it [09:55,  9.91it/s]
5028it [09:55,  9.35it/s]
5029it [09:55,  8.97it/s]
5030it [09:55,  8.41it/s]
5032it [09:55,  8.88it/s]
5033it [09:55,  8.59it/s]
5035it [09:56,  9.06it/s]
5036it [09:56,  8.80it/s]
5037it [09:56,  8.68it/s]
5039it [09:56,  9.38it/s]
5041it [09:56, 10.32it/s]
5043it [09:56,  9.79it/s]
5045it [09:56, 10.73it/s]
5047it [09:57, 10.77it/s]
5049it [09:57, 11.29it/s]
5051it [09:57,  9.28it/s]
5053it [09:57,  9.16it/s]
5054it [09:57,  9.22it/s]
5056it [09:58, 10.13it/s]
5058it [09:58,  9.64it/s]
5060it [09:58, 10.69it/s]
5062it [09:58,  9.76it/s]
5064it [09:58,  9.67it/s]
5066it [09:59,  9.81it/s]
5068it [09:59,  9.74it/s]
5070it [09:59,  9.49it/s]
5072it [09:59,  9.73it/s]
5074it [09:59,  9.99it/s]
5076it [10:00,  9.62it/s]
5077it [10:00,  9.53it/s]
5078it [10:00,  8.74it/s]
5079it [10:00,  8.93it/s]
5081it [10:00,  9.16it/s]
5082it [10:00,  9.25it/s]
5083it [10:00,  8.10it/s]
5085it [10:01,  8.59it/s]
5087it [10:01,  9.87it/s]
5089it [10:01,  9.88it/s]
5091it [10:01,  9.47it/s]
5093it [10:01,  9.82it/s]
5095it [10:02, 10.87it/s]
5097it [10:02, 10.25it/s]
5099it [10:02, 10.19it/s]
5101it [10:02,  9.02it/s]
5103it [10:02, 10.02it/s]
5105it [10:03,  9.41it/s]
5107it [10:03,  9.94it/s]
5109it [10:03, 10.26it/s]
5111it [10:03, 10.31it/s]
5113it [10:03,  9.93it/s]
5115it [10:04, 10.06it/s]
5117it [10:04,  9.72it/s]
5119it [10:04,  9.75it/s]
5121it [10:04, 10.93it/s]
5123it [10:04,  9.54it/s]
5125it [10:05, 10.06it/s]
5127it [10:05, 10.34it/s]
5129it [10:05, 10.11it/s]
5131it [10:05, 10.13it/s]
5133it [10:05,  9.85it/s]
5135it [10:06,  9.82it/s]
5136it [10:06,  9.44it/s]
5137it [10:06,  9.13it/s]
5138it [10:06,  9.26it/s]
5139it [10:06,  7.88it/s]
5140it [10:06,  8.13it/s]
5142it [10:06,  8.72it/s]
5143it [10:07,  8.40it/s]
5144it [10:07,  8.44it/s]
5146it [10:07,  8.02it/s]
5148it [10:07,  8.58it/s]
5149it [10:07,  8.21it/s]
5150it [10:07,  8.27it/s]
5151it [10:08,  8.50it/s]
5153it [10:08,  9.61it/s]
5155it [10:08, 10.75it/s]
5157it [10:08, 10.58it/s]
5159it [10:08, 10.94it/s]
5161it [10:08, 11.17it/s]
5163it [10:09, 11.09it/s]
5165it [10:09, 11.55it/s]
5167it [10:09,  9.86it/s]
5169it [10:09, 10.09it/s]
5171it [10:09,  9.61it/s]
5172it [10:09,  9.11it/s]
5173it [10:10,  4.08it/s]
5174it [10:10,  4.84it/s]
5175it [10:10,  5.58it/s]
5177it [10:11,  5.77it/s]
5179it [10:11,  6.62it/s]
5180it [10:11,  6.83it/s]
5182it [10:11,  7.41it/s]
5183it [10:11,  7.85it/s]
5185it [10:11,  9.01it/s]
5187it [10:12,  9.36it/s]
5189it [10:12,  9.78it/s]
5191it [10:12, 11.01it/s]
5193it [10:12, 12.21it/s]
5195it [10:12, 10.83it/s]
5197it [10:12, 10.11it/s]
5199it [10:13, 10.43it/s]
5201it [10:13,  9.75it/s]
5203it [10:13, 10.16it/s]
5205it [10:13, 10.18it/s]
5207it [10:13, 11.10it/s]
5209it [10:14, 12.02it/s]
5211it [10:14, 10.20it/s]
5213it [10:14, 10.19it/s]
5215it [10:14,  9.34it/s]
5217it [10:14, 10.57it/s]
5219it [10:15, 11.00it/s]
5221it [10:15, 10.21it/s]
5223it [10:15, 10.79it/s]
5225it [10:15, 11.63it/s]
5227it [10:15, 11.38it/s]
5229it [10:16, 10.68it/s]
5231it [10:16,  9.82it/s]
5233it [10:16,  9.69it/s]
5235it [10:16, 10.60it/s]
5237it [10:16, 10.35it/s]
5239it [10:17, 10.33it/s]
5241it [10:17, 11.42it/s]
5243it [10:17, 10.29it/s]
5245it [10:17, 11.20it/s]
5247it [10:17, 11.70it/s]
5249it [10:17, 11.75it/s]
5251it [10:18, 11.90it/s]
5253it [10:18,  9.32it/s]
5255it [10:18,  8.91it/s]
5257it [10:18,  9.98it/s]
5259it [10:18,  9.56it/s]
5261it [10:19, 10.18it/s]
5263it [10:19,  9.07it/s]
5265it [10:19, 10.18it/s]
5267it [10:19,  9.41it/s]
5269it [10:19,  9.67it/s]
5271it [10:20,  9.51it/s]
5272it [10:20,  8.95it/s]
5273it [10:20,  8.78it/s]
5275it [10:20,  9.75it/s]
5277it [10:20, 10.10it/s]
5279it [10:21,  9.44it/s]
5280it [10:21,  9.09it/s]
5281it [10:21,  8.55it/s]
5283it [10:21,  9.76it/s]
5285it [10:21, 10.47it/s]
5287it [10:21,  9.86it/s]
5289it [10:21, 10.10it/s]
5291it [10:22,  9.47it/s]
5292it [10:22,  9.50it/s]
5293it [10:22,  8.57it/s]
5294it [10:22,  8.72it/s]
5295it [10:22,  8.44it/s]
5297it [10:22,  9.55it/s]
5299it [10:23,  9.42it/s]
5300it [10:23,  7.89it/s]
5301it [10:23,  8.11it/s]
5303it [10:23,  8.41it/s]
5305it [10:23,  9.46it/s]
5307it [10:23, 10.52it/s]
5309it [10:24,  9.01it/s]
5310it [10:24,  8.53it/s]
5311it [10:24,  8.89it/s]
5312it [10:24,  8.57it/s]
5313it [10:24,  8.73it/s]
5315it [10:24, 10.05it/s]
5317it [10:24, 10.74it/s]
5319it [10:25, 11.48it/s]
5321it [10:25, 11.72it/s]
5323it [10:25, 12.02it/s]
5325it [10:25, 11.87it/s]
5327it [10:25, 11.63it/s]
5329it [10:25, 11.34it/s]
5331it [10:26, 12.28it/s]
5333it [10:26, 10.27it/s]
5335it [10:26,  9.09it/s]
5336it [10:26,  8.24it/s]
5338it [10:26,  8.93it/s]
5339it [10:27,  8.73it/s]
5341it [10:27,  9.89it/s]
5343it [10:27, 10.89it/s]
5345it [10:27,  7.98it/s]
5347it [10:27,  8.42it/s]
5349it [10:28,  9.63it/s]
5351it [10:28,  9.68it/s]
5353it [10:28,  9.83it/s]
5355it [10:28,  9.63it/s]
5357it [10:28,  9.58it/s]
5359it [10:29, 10.91it/s]
5361it [10:29,  9.50it/s]
5363it [10:29, 10.40it/s]
5365it [10:29, 11.45it/s]
5367it [10:29, 10.77it/s]
5369it [10:29, 10.82it/s]
5371it [10:30, 10.32it/s]
5373it [10:30,  9.93it/s]
5375it [10:30, 10.10it/s]
5377it [10:30, 10.35it/s]
5379it [10:30, 10.48it/s]
5381it [10:31, 10.40it/s]
5383it [10:31, 11.21it/s]
5385it [10:31,  9.58it/s]
5387it [10:31,  9.86it/s]
5389it [10:31,  9.92it/s]
5391it [10:32,  9.99it/s]
5393it [10:32,  9.71it/s]
5394it [10:32,  8.74it/s]
5396it [10:32, 10.04it/s]
5398it [10:32,  9.53it/s]
5400it [10:33,  8.82it/s]
5401it [10:33,  8.42it/s]
5403it [10:33,  8.94it/s]
5404it [10:33,  7.92it/s]
5406it [10:33,  8.16it/s]
5407it [10:34,  7.41it/s]
5408it [10:34,  7.72it/s]
5410it [10:34,  8.26it/s]
5412it [10:34,  8.70it/s]
5413it [10:34,  8.81it/s]
5414it [10:34,  8.96it/s]
5416it [10:34,  9.58it/s]
5417it [10:35,  9.70it/s]
5419it [10:35, 10.06it/s]
5421it [10:37,  2.12it/s]
5423it [10:38,  2.78it/s]
5425it [10:38,  3.57it/s]
5426it [10:38,  4.43it/s]
5428it [10:38,  5.29it/s]
5429it [10:38,  5.98it/s]
5430it [10:38,  6.67it/s]
5432it [10:39,  7.66it/s]
5433it [10:39,  7.94it/s]
5435it [10:39,  8.34it/s]
5436it [10:39,  8.48it/s]
5437it [10:39,  8.40it/s]
5438it [10:39,  7.94it/s]
5440it [10:39,  8.38it/s]
5441it [10:40,  8.38it/s]
5442it [10:40,  8.34it/s]
5443it [10:40,  7.85it/s]
5445it [10:40,  8.83it/s]
5446it [10:40,  9.10it/s]
5448it [10:40,  8.64it/s]
5450it [10:40,  9.61it/s]
5452it [10:41, 10.11it/s]
5454it [10:41, 10.08it/s]
5456it [10:41,  9.92it/s]
5458it [10:41, 10.12it/s]
5460it [10:41,  9.90it/s]
5462it [10:42,  8.39it/s]
5464it [10:42,  9.14it/s]
5465it [10:42,  9.19it/s]
5467it [10:42, 10.17it/s]
5469it [10:42, 10.75it/s]
5471it [10:43, 11.03it/s]
5473it [10:43, 11.32it/s]
5475it [10:43, 11.14it/s]
5477it [10:43, 11.09it/s]
5479it [10:43, 10.56it/s]
5481it [10:43, 10.40it/s]
5483it [10:44, 10.57it/s]
5485it [10:44, 10.56it/s]
5487it [10:44, 10.30it/s]
5489it [10:44, 10.02it/s]
5491it [10:44,  9.98it/s]
5493it [10:45,  9.61it/s]
5494it [10:45,  9.68it/s]
5496it [10:45, 10.73it/s]
5498it [10:45, 11.90it/s]
5500it [10:45, 12.19it/s]
5502it [10:45, 11.30it/s]
5504it [10:46, 11.27it/s]
5506it [10:46, 12.02it/s]
5508it [10:46, 11.32it/s]
5510it [10:46, 11.93it/s]
5512it [10:46, 12.45it/s]
5514it [10:46, 11.34it/s]
5516it [10:47, 12.07it/s]
5518it [10:47, 11.02it/s]
5520it [10:47, 11.78it/s]
5522it [10:47, 11.33it/s]
5524it [10:47, 11.28it/s]
5526it [10:47, 11.79it/s]
5528it [10:48, 12.17it/s]
5530it [10:48, 12.07it/s]
5532it [10:48, 11.72it/s]
5534it [10:48, 12.27it/s]
5536it [10:48, 10.14it/s]
5538it [10:49, 11.29it/s]
5540it [10:49, 11.85it/s]
5542it [10:49, 11.40it/s]
5544it [10:49, 12.67it/s]
5546it [10:49, 10.53it/s]
5548it [10:49, 10.42it/s]
5550it [10:50,  9.39it/s]
5552it [10:50, 10.71it/s]
5554it [10:50, 10.25it/s]
5556it [10:50, 10.16it/s]
5558it [10:50, 10.59it/s]
5560it [10:51, 11.59it/s]
5562it [10:51, 12.55it/s]
5564it [10:51, 11.84it/s]
5566it [10:51, 12.19it/s]
5568it [10:51, 12.38it/s]
5570it [10:51, 11.16it/s]
5572it [10:52, 11.81it/s]
5574it [10:52, 12.92it/s]
5576it [10:52, 12.18it/s]
5578it [10:52, 11.35it/s]
5580it [10:52, 10.76it/s]
5582it [10:52, 11.44it/s]
5584it [10:53, 11.00it/s]
5586it [10:53, 11.67it/s]
5588it [10:53, 12.20it/s]
5590it [10:53, 13.05it/s]
5592it [10:53, 12.31it/s]
5594it [10:53, 12.93it/s]
5596it [10:54, 11.54it/s]
5598it [10:54, 11.69it/s]
5600it [10:54, 11.54it/s]
5602it [10:54, 12.27it/s]
5604it [10:54, 13.31it/s]
5606it [10:54, 12.01it/s]
5608it [10:55, 10.31it/s]
5610it [10:55, 11.15it/s]
5612it [10:55, 11.42it/s]
5614it [10:55, 10.93it/s]
5616it [10:55, 10.49it/s]
5618it [10:56, 10.18it/s]
5620it [10:56, 11.36it/s]
5622it [10:56, 10.47it/s]
5624it [10:56,  8.41it/s]
5625it [10:56,  8.47it/s]
5627it [10:57,  9.44it/s]
5629it [10:57,  9.68it/s]
5631it [10:57, 11.13it/s]
5633it [10:57, 10.10it/s]
5635it [10:57, 10.34it/s]
5637it [10:57, 10.33it/s]
5639it [10:58,  9.17it/s]
5641it [10:58,  9.70it/s]
5643it [10:58, 10.24it/s]
5645it [10:59,  4.44it/s]
5646it [10:59,  5.30it/s]
5648it [10:59,  6.45it/s]
5650it [11:00,  7.44it/s]
5652it [11:00,  7.67it/s]
5654it [11:00,  9.00it/s]
5656it [11:00,  9.97it/s]
5658it [11:00,  9.73it/s]
5660it [11:01,  9.63it/s]
5662it [11:01, 10.50it/s]
5664it [11:01, 10.53it/s]
5666it [11:01, 11.68it/s]
5668it [11:01, 12.17it/s]
5670it [11:01, 12.87it/s]
5672it [11:01, 12.01it/s]
5674it [11:02, 12.75it/s]
5676it [11:02, 11.88it/s]
5678it [11:02, 12.20it/s]
5680it [11:02, 12.36it/s]
5682it [11:02, 12.89it/s]
5684it [11:02, 12.07it/s]
5686it [11:03, 11.98it/s]
5688it [11:03, 11.29it/s]
5690it [11:03, 11.49it/s]
5692it [11:03, 10.93it/s]
5694it [11:03, 10.98it/s]
5696it [11:04, 11.71it/s]
5698it [11:04, 11.56it/s]
5700it [11:04,  7.76it/s]
5702it [11:04,  8.67it/s]
5704it [11:04,  9.73it/s]
5706it [11:05,  9.85it/s]
5708it [11:05, 10.84it/s]
5710it [11:05, 12.01it/s]
5712it [11:05, 11.66it/s]
5714it [11:05, 12.25it/s]
5716it [11:05, 12.50it/s]
5718it [11:06, 12.77it/s]
5720it [11:06, 12.17it/s]
5722it [11:06, 12.28it/s]
5724it [11:06, 11.83it/s]
5726it [11:06, 11.71it/s]
5728it [11:06, 11.96it/s]
5730it [11:07, 12.48it/s]
5732it [11:07, 13.07it/s]
5734it [11:07, 11.48it/s]
5736it [11:07, 11.19it/s]
5738it [11:07, 10.96it/s]
5740it [11:07, 10.76it/s]
5742it [11:08, 10.87it/s]
5744it [11:08,  9.78it/s]
5746it [11:08,  9.85it/s]
5748it [11:08, 10.19it/s]
5750it [11:09,  9.60it/s]
5751it [11:09,  9.21it/s]
5752it [11:09,  8.56it/s]
5754it [11:09,  8.61it/s]
5755it [11:09,  8.45it/s]
5756it [11:09,  8.07it/s]
5757it [11:09,  7.91it/s]
5758it [11:10,  7.39it/s]
5759it [11:10,  6.84it/s]
5760it [11:10,  6.99it/s]
5761it [11:10,  7.51it/s]
5762it [11:10,  7.90it/s]
5764it [11:10,  8.41it/s]
5766it [11:10,  9.31it/s]
5767it [11:11,  8.68it/s]
5768it [11:11,  8.72it/s]
5769it [11:11,  8.72it/s]
5771it [11:11,  9.28it/s]
5772it [11:11,  8.88it/s]
5774it [11:11,  9.50it/s]
5776it [11:12,  9.69it/s]
5777it [11:12,  9.58it/s]
5779it [11:12,  9.89it/s]
5781it [11:12,  9.61it/s]
5783it [11:12,  9.56it/s]
5784it [11:12,  9.53it/s]
5785it [11:12,  9.60it/s]
5787it [11:13,  9.68it/s]
5788it [11:13,  8.80it/s]
5790it [11:13,  9.78it/s]
5792it [11:13,  9.40it/s]
5794it [11:13,  9.38it/s]
5796it [11:14, 10.15it/s]
5798it [11:14,  9.62it/s]
5800it [11:14,  9.40it/s]
5801it [11:14,  9.17it/s]
5803it [11:14,  9.31it/s]
5805it [11:15,  9.62it/s]
5807it [11:15, 10.16it/s]
5809it [11:15,  9.44it/s]
5811it [11:15,  9.88it/s]
5813it [11:15,  9.95it/s]
5815it [11:16,  9.03it/s]
5817it [11:16,  9.28it/s]
5819it [11:16, 10.05it/s]
5821it [11:16,  9.43it/s]
5822it [11:16,  9.32it/s]
5823it [11:16,  9.17it/s]
5824it [11:17,  8.39it/s]
5826it [11:17,  9.27it/s]
5827it [11:17,  8.38it/s]
5828it [11:17,  8.11it/s]
5829it [11:17,  8.21it/s]
5831it [11:17,  8.50it/s]
5832it [11:17,  8.75it/s]
5834it [11:18,  7.95it/s]
5835it [11:18,  7.58it/s]
5837it [11:18,  8.40it/s]
5839it [11:18,  9.19it/s]
5840it [11:18,  8.80it/s]
5842it [11:19,  9.22it/s]
5844it [11:19,  9.81it/s]
5846it [11:19,  9.76it/s]
5847it [11:19,  8.61it/s]
5849it [11:19,  9.02it/s]
5850it [11:19,  7.33it/s]
5851it [11:20,  7.39it/s]
5853it [11:20,  7.80it/s]
5855it [11:20,  8.73it/s]
5856it [11:20,  8.12it/s]
5858it [11:20,  8.22it/s]
5860it [11:21,  8.63it/s]
5861it [11:21,  8.61it/s]
5862it [11:21,  8.48it/s]
5864it [11:21,  9.02it/s]
5866it [11:21,  9.19it/s]
5868it [11:21,  9.97it/s]
5870it [11:22,  9.77it/s]
5871it [11:22,  7.89it/s]
5872it [11:22,  8.10it/s]
5874it [11:22,  8.28it/s]
5875it [11:22,  6.21it/s]
5876it [11:23,  6.02it/s]
5877it [11:23,  6.58it/s]
5879it [11:23,  7.92it/s]
5881it [11:23,  8.58it/s]
5882it [11:23,  8.58it/s]
5884it [11:23,  9.01it/s]
5885it [11:23,  8.44it/s]
5886it [11:24,  7.84it/s]
5888it [11:24,  8.93it/s]
5890it [11:24,  9.91it/s]
5892it [11:24,  9.97it/s]
5894it [11:24, 10.09it/s]
5896it [11:25,  9.54it/s]
5897it [11:25,  9.43it/s]
5898it [11:27,  1.20it/s]
5899it [11:27,  1.58it/s]
5901it [11:27,  2.13it/s]
5902it [11:28,  2.76it/s]
5904it [11:28,  3.59it/s]
5905it [11:28,  4.07it/s]
5906it [11:28,  4.94it/s]
5908it [11:28,  5.90it/s]
5909it [11:28,  6.45it/s]
5911it [11:29,  7.20it/s]
5912it [11:29,  7.57it/s]
5913it [11:29,  7.84it/s]
5914it [11:29,  7.70it/s]
5915it [11:29,  7.91it/s]
5917it [11:29,  8.71it/s]
5919it [11:29,  9.09it/s]
5921it [11:30,  9.33it/s]
5923it [11:30, 10.31it/s]
5925it [11:30,  9.76it/s]
5927it [11:30,  8.78it/s]
5928it [11:30,  8.61it/s]
5929it [11:31,  8.03it/s]
5931it [11:31,  8.81it/s]
5932it [11:31,  8.95it/s]
5933it [11:31,  8.97it/s]
5934it [11:31,  7.77it/s]
5935it [11:31,  7.95it/s]
5936it [11:31,  8.20it/s]
5938it [11:32,  8.73it/s]
5940it [11:32,  7.93it/s]
5942it [11:32,  8.86it/s]
5944it [11:32,  8.92it/s]
5945it [11:32,  8.46it/s]
5947it [11:32,  9.65it/s]
5949it [11:33,  8.70it/s]
5951it [11:33,  8.80it/s]
5952it [11:36,  1.10it/s]
5953it [11:36,  1.48it/s]
5955it [11:36,  2.02it/s]
5957it [11:36,  2.68it/s]
5958it [11:36,  3.21it/s]
5960it [11:37,  3.91it/s]
5961it [11:37,  4.78it/s]
5963it [11:37,  5.73it/s]
5964it [11:37,  6.43it/s]
5965it [11:37,  6.99it/s]
5967it [11:37,  8.36it/s]
5969it [11:37,  9.08it/s]
5971it [11:38,  9.68it/s]
5973it [11:38, 10.79it/s]
5975it [11:38, 11.54it/s]
5977it [11:38, 11.64it/s]
5979it [11:38, 10.93it/s]
5981it [11:38, 12.12it/s]
5983it [11:39, 11.17it/s]
5985it [11:39, 10.54it/s]
5987it [11:39, 10.38it/s]
5989it [11:39, 10.38it/s]
5991it [11:39, 11.36it/s]
5993it [11:40, 10.65it/s]
5995it [11:40, 10.16it/s]
5997it [11:40, 11.16it/s]
5999it [11:40, 11.48it/s]
6001it [11:40, 10.94it/s]
6003it [11:40, 11.83it/s]
6005it [11:41, 10.51it/s]
6007it [11:41, 10.58it/s]
6009it [11:41, 10.97it/s]
6011it [11:41, 11.28it/s]
6013it [11:41, 11.13it/s]
6015it [11:42, 11.41it/s]
6017it [11:42, 10.37it/s]
6019it [11:42,  9.58it/s]
6021it [11:42, 10.10it/s]
6023it [11:42,  9.80it/s]
6025it [11:43,  9.84it/s]
6027it [11:43, 10.65it/s]
6029it [11:43, 10.73it/s]
6031it [11:43, 10.56it/s]
6033it [11:43,  9.84it/s]
6035it [11:44,  9.41it/s]
6036it [11:44,  9.03it/s]
6037it [11:44,  8.81it/s]
6038it [11:44,  8.76it/s]
